SerialId,Date,SongTitle,durationSec,viewCount,likeCount,dislikeCount,commentCount,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct
828,8 / 4 / 2020,"Sayyare Full Video Song | Armaan Malik | Kichcha Sudeepa, Suniel Shetty, Aakanksha Singh",395,71704314,83246,5883,1183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1017,135,862,184,1327,1412,1194
829,7 / 4 / 2020,"Full Album: Housefull 4 | Akshay K, Riteish D, Bobby D, Kriti S, Pooja, Kriti K | Audio Jukebox",195,14405145,50844,3949,868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,587,208,1144,1207,897,1015,447
830,7 / 4 / 2020,Bypass Road Home Invasion Promo | Neil Nitin Mukesh | Naman Nitin Mukesh | 8th November 2019,414,23458429,88917,1888,879,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,136,1025,619,825,849,798,769
831,7 / 4 / 2020,"The Bhoot Full Audio | Housefull 4 | Akshay Kumar, Nawazuddin Siddiqui | Mika Singh, Farhad Samji",331,13490644,66917,5343,653,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1043,1251,257,888,559,349,1078
832,7 / 4 / 2020,"Full Audio: Koi Aaye Na Rabba | DAAKA | Gippy Grewal, Zareen Khan | Rochak Feat. B Praak | Kumaar",247,17258636,70150,8760,1241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1133,206,1426,573,688,1080,1079
833,6 / 4 / 2020,"Chand Nikla Full Audio | Ujda Chaman | Sunny Singh, Maanvi Gagroo | Divya Kumar | Gourov/Roshin",236,67287893,33600,1479,434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,308,1335,1290,669,1315,827,927
834,6 / 4 / 2020,"Full Audio: Phulkari | Daaka | Gippy Grewal, Zareen Khan | Payal Dev | Shah & Shah",414,55811941,79878,6141,234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,942,237,642,740,943,873,1413
835,6 / 4 / 2020,Aari Aari Video | Satellite Shankar | Sooraj Pancholi Megha | Tanishk Bagchi Kumaar | Bombay Rockers,351,22163588,76597,7988,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,647,413,1403,1363,655,856,386
836,6 / 4 / 2020,"Nai Jaana (Teaser) | Tulsi Kumar, Sachet Tandon, Tanishk Bagchi | Awez Darbar Releasingâ–º24 October",315,69716006,95453,4072,1805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,489,401,464,62,1174,1018,1349
837,5 / 4 / 2020,"Pagalpanti Title Track / Anil, John, Ileana, Arshad, Urvashi, Pulkit, Kriti | Anees | Releasing 22 Nov",287,26733243,21431,1270,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,629,235,1217,387,638,360,978
838,5 / 4 / 2020,Guru Randhawa: Outfit Video | Ujda Chaman | Sunny Singh | Maanvi Gagroo | Aditya Dev,252,34215986,58209,9918,1673,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1027,333,212,1282,364,716,40
839,5 / 4 / 2020,"Bypass Road: So Gaya Yeh Jahan (Audio) | Neil Nitin Mukesh, Adah Sharma | Raaj Aashoo",191,67670824,75817,9981,751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,989,523,1270,915,867,898,474
840,5 / 4 / 2020,"Tanha Mera Pyaar(Audio)| Bypass Road | Neil Nitin Mukesh,Adah Sharma | Rohan/ Rohan | Mohit Chauhan",241,55581005,65920,10000,1141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,690,662,661,714,205,1157,338
841,4 / 4 / 2020,"Full Audio: ISHQ MAINE PAAYA | Bypass Road | Neil Nitin Mukesh, Adah S | SHAARIB & TOSHI",242,56093102,73062,7814,1535,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,990,1457,482,240,742,1348,147
842,4 / 4 / 2020,Boondon Si Video Song / Mamangam (Hindi) | Mammootty | M Padmakumar | Venu Kunnappilly,414,75379532,46179,8522,927,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1294,50,867,844,551,1399,1423
843,4 / 4 / 2020,"Full Album: Bypass Road | Neil Nitin Mukesh, Adah Sharma, Shama Sikander | Audio Jukebox",252,62045167,50702,6078,433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,192,1178,1106,622,81,1058,1143
844,4 / 4 / 2020,"Lyrical: Ek Toh Kum Zindagani Video | Nora Fatehi | Tanishk B, Neha K, Yash N",260,33597902,54722,6613,1583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,748,222,1107,1145,652,1312,1035
845,3 / 4 / 2020,"Housefull 4: CHAMMO Song | Akshay Kumar,Riteish D,Bobby D,Kriti S,Pooja H, Kriti K | Sohail Sen",324,33037771,59488,7598,740,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,826,1482,643,585,581,77,419
846,3 / 4 / 2020,"Phulkari Lyrical | Daaka | Gippy Grewal, Zareen Khan | Payal Dev | Shah & Shah",216,9090014,77366,1747,1556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1272,1342,1361,607,577,1126,1200
847,3 / 4 / 2020,"Lyrical: Chand Nikla Video | Ujda Chaman | Sunny Singh, Maanvi Gagroo | Divya Kumar | Gourov/Roshin",392,28797700,56330,8200,1995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,934,267,794,899,918,294,1214
848,3 / 4 / 2020,"So Gaya Yeh Jahan (With Lyrics) | Bypass Road | Neil Nitin Mukesh, Adah S |Jubin Nautiyal, Nitin M",377,70856475,45928,4514,827,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,613,43,1106,1084,1246,380,923
849,2 / 4 / 2020,"Daaka (Dialogue Promo 6) | Gippy Grewal, Zareen Khan | Bhushan Kumar | Baljit Singh Deo",338,38232622,66530,9699,1411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1026,766,184,1230,611,180,1467
850,2 / 4 / 2020,"Tanha Mera Pyaar Video | Bypass Road | Neil Nitin Mukesh, Adah S | Mohit Chauhan, Rohan/ Rohan",382,9673363,34407,7644,1905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,973,323,53,561,1061,103,1173
851,2 / 4 / 2020,"Marjaavaan: Thodi Jagah Video | Riteish D, Sidharth M, Tara S | Arijit Singh | Tanishk Bagchi",383,58587294,97135,7909,1953,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,877,1410,744,610,433,933,1418
852,2 / 4 / 2020,Full Video: Teri Meri | PEHLWAAN | Kichcha Sudeepa | Krishna | Arjun Janya,260,73670796,83827,5894,834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,722,1076,1323,350,922,1454,1046
853,1 / 4 / 2020,"Streets To Street Dancer: Vartika Jha | Episode 3 | Varun Dhawan, Shraddha Kapoor, Remo D'souza",261,27551341,71374,8608,1570,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,281,1277,808,1163,984,1449,544
854,1 / 4 / 2020,"Daaka (Title Song) | Gippy Grewal, Zareen Khan | Himmat Sandhu | Jay K",222,52025778,87312,1741,1068,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,738,551,979,122,274,275,226
855,1 / 4 / 2020,Bijli Ki Taar Lyrical | Tony Kakkar Feat. Urvashi Rautela | Bhushan Kumar,366,69544622,51228,5228,1903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1391,1162,1064,466,960,471,1170
856,1 / 4 / 2020,"Kabir Singh: Tera Ban Jaunga Remix Song | Tulsi Kumar, Akhil Sachdeva | DJ YOGII",203,38053586,83041,8058,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,565,412,1346,1370,824,282,87
857,31 / 3 / 2020,Lyrical: Shaitan Ka Saala | Akshay Kumar | Sohail Sen Feat. Vishal Dadlani,320,33532822,69831,6868,1030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1431,1489,528,991,1047,1224,432,287
858,31 / 3 / 2020,Announcement: Thodi Jagah | Marjaavaan | Riteish D Sidharth M Tara S | Arijit Singh | Tanishk Bagchi,242,34790390,80741,8038,1703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,592,1069,727,845,85,1424,261,192
859,31 / 3 / 2020,"Official Title Track: Satellite Shankar | Sooraj Pancholi, Megha Akash | Irfan Kamal | 8 Nov 2019",334,70462204,75828,6905,370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,795,1248,1030,146,421,158,1369,511
860,31 / 3 / 2020,"Streets To Street Dancer: Vartika Jha | Episode 3 | Varun Dhawan, Shraddha Kapoor, Remo D'souza",292,22934520,96290,4356,1554,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,700,969,1184,1443,1286,1216,1483,277
861,30 / 3 / 2020,"Making of Tum Hi Aana | Marjaavaan | Riteish D, Sidharth M, Tara S | Jubin Nautiyal | Payal Dev",311,52732939,23263,3722,1517,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,513,679,184,494,421,657,112,1143
862,30 / 3 / 2020,"Making of Ek Toh Kum Zindagani | Marjaavaan | Nora F, Sidharth M | Tanishk B, Neha K, Yash N",388,32981200,81603,1588,1130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1083,266,603,1121,274,593,113,1268
863,30 / 3 / 2020,Muntashir Ki Diary Se: Mere Rashke Qamar | Episode 15 | Manoj Muntashir | T/Series,368,12471041,23811,3572,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,352,1444,912,675,571,203,189,1462
864,30 / 3 / 2020,Muntashir Ki Diary Se: Soch Na Sake | Episode 14 | Manoj Muntashir | T/Series,209,20588473,70278,7237,721,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246,242,828,616,195,62,134,1324
865,29 / 3 / 2020,Full Audio: Shaitan Ka Saala | Housefull4 | Akshay Kumar | Sohail Sen Feat. Vishal Dadlani,404,38815810,47677,2119,398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,952,1021,1043,1263,1126,1217,1311,1076
866,29 / 3 / 2020,Bijli Ki Taar Full Audio | Tony Kakkar Feat. Urvashi Rautela | Bhushan Kumar,205,16818343,81995,3636,1102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1283,155,488,1048,938,1255,945,109
867,29 / 3 / 2020,"Housefull 4: The Bhoot Song | Akshay Kumar, Nawazuddin Siddiqui | Mika Singh, Farhad Samji",321,57489003,75223,8490,1129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,678,916,111,1081,933,596,127,1247
868,29 / 3 / 2020,Twinkle Twinkle Video | Ujda Chaman | Sunny Singh Karishma Sharma | Tochi Raina | Gourov/ Roshin,227,26526077,31422,4479,519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,392,746,45,875,626,104,585,1232
869,28 / 3 / 2020,Lyrical Video: Saansein Teri Desh Hai | Sye Raa | Chiranjeevi | Amitabh Bachchan |Â Ram Charan,259,42042767,45033,9495,1786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,648,776,137,971,1022,233,522,790
870,28 / 3 / 2020,"Marjaavaan: Tere Ishq Mein (Dialogue Promo 14) |Riteish D, Sidharth M,Tara S | Milap Zaveri | 15 Nov",229,12426726,86226,8326,692,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,221,527,1495,750,877,258,1312,509
871,28 / 3 / 2020,"Bypass Road: So Gaya Yeh Jahan Song Making | Neil Nitin Mukesh, Adah S | Jubin Nautiyal, Nitin",329,69681772,19129,9407,415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,652,1201,130,629,139,811,1397,214
872,28 / 3 / 2020,Lyrical: Dard | Babbu Maan | New Song 2019 | T/Series,365,21691437,65096,9124,1035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,464,1215,391,539,826,999,1060
873,27 / 3 / 2020,"Lyrical: Tum Hi Aana | Marjaavaan | Riteish D, Sidharth M, Tara S |Jubin Nautiyal,Payal Dev,Kunaal V",380,29743851,34939,1816,739,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,647,1435,701,777,1477,515,358,102
874,27 / 3 / 2020,"JUTTI Video Song | Zaara Yesmin,Karan Wahi | Seepi Jha,Lil Golu | Raaj Aashoo | Latest Punjabi Song",214,51965665,31507,1346,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,719,1108,1091,630,1448,1401,1418,1365
875,27 / 3 / 2020,"Tujhe Paane Ko Video | Shalin Bhanot,Priyanka Agrawal | Jubin Nautiyal Neeti Mohan Abhijit V Manoj M",341,42380523,89958,5129,719,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,373,992,861,428,64,1308,1221,754
876,27 / 3 / 2020,Song Teaser: Jutti | Ft. Zaara Yesmin & Karan Wahi | Seepi Jha | Raaj Aashoo | Lil Golu,217,71987763,47898,9884,365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,690,672,1207,1174,301,198,493,816
877,26 / 3 / 2020,Full Audio: Saansein Teri Desh Ha | Chiranjeevi | Amitabh Bachchan |Â Ram Charan | Amit Trivedi,363,50335293,31856,7195,530,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1116,474,398,582,229,689,1109,219
878,26 / 3 / 2020,Full Audio: Sandal Meraa Mann | Chiranjeevi | Amitabh Bachchan |Â Ram Charan | Amit Trivedi,237,70607724,98951,6243,1776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,435,44,1260,1360,487,1069,56,287
879,26 / 3 / 2020,Full Song: Jaago Narsimha Jaago Re | Chiranjeevi | Amitabh Bachchan | Ram Charan | Amit Trivedi,213,46472308,63589,7806,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1201,684,1083,1313,56,1193,62,743
880,26 / 3 / 2020,Full Audio: Sye Raa (Hindi) | Chiranjeevi | Amitabh Bachchan | Ram Charan | Amit Trivedi,238,62610534,19460,5509,978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,707,1359,402,436,164,152,516,1250
881,25 / 3 / 2020,"Marjaavaan: Ek Toh Kum Zindagani Video | Nora Fatehi | Tanishk B, Neha K, Yash N",255,16922888,76441,6707,1603,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,484,1363,90,400,215,167,326,362
882,25 / 3 / 2020,"Ek Chumma Full Audio | Housefull 4 | Akshay K, Riteish D,Bobby D, Kriti S,Pooja, Kriti K| Sohail Sen",207,45736486,89288,7893,359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165,218,800,335,1369,1173,478,660
883,25 / 3 / 2020,"Full Audio: Tum Hi Aana | Marjaavaan |Riteish D,Sidharth M,Tara S |Jubin Nautiyal | Payal D,Kunaal V",352,24779228,75170,3106,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1316,1078,349,1488,894,1473,374,1243
884,25 / 3 / 2020,"Ek Chumma Lyrical | Housefull 4 | Akshay K, Riteish D,Bobby D, Kriti S,Pooja, Kriti K| Sohail Sen",314,34031522,47342,2896,1754,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,328,967,1413,1206,124,971,1268,1327
885,24 / 3 / 2020,"DAAKA: Koi Aaye Na Rabba Video Song | Gippy Grewal, Zareen Khan | Rochak Feat. B Praak | Kumaar",400,31170291,80067,9111,1732,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,784,272,1328,1197,404,969,252,114
886,24 / 3 / 2020,"Chand Nikla Video | Ujda Chaman | Sunny Singh, Maanvi Gagroo | Divya Kumar | Gourov/Roshin",409,8158098,43997,2859,453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1178,445,1144,465,486,1355,692,1416
887,24 / 3 / 2020,Song Teaser: Tujhe Paane Ko | Feat. Shalin Bhanot & Priyanka Agrawal | Jubin Nautiyal & Neeti Mohan,236,44813482,87398,4667,1899,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,988,835,286,891,1341,235,368,325
888,24 / 3 / 2020,Muntashir Ki Diary Se: Dillagi | Episode 12 | Manoj Muntashir | T/Series,287,57740959,45699,7593,1254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1361,1341,1026,827,1379,765,539,792
889,23 / 3 / 2020,Muntashir Ki Diary Se: Galliyan | Episode 13 | Manoj Muntashir | T/Series,272,70007403,75190,8560,1541,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,229,165,1112,767,97,1206,253,967
890,23 / 3 / 2020,"Lyrical: Jai Jaikaar | Sukhwinder Singh | Arjan Bajwa, Hritiqa Chheber | Murali Agarwal | Raaj A",403,50965679,29196,7519,393,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,960,105,680,779,332,499,977,673
891,23 / 3 / 2020,"Full Audio: Jai Jaikaar | Sukhwinder Singh | Arjan Bajwa, Hritiqa Chheber | Murali Agarwal | Raaj A",413,13258558,50364,5826,309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245,491,964,469,642,730,1428,1467
892,23 / 3 / 2020,Ishq Tera (Full Audio) | Guru Randhawa | Nushrat Bharucha | Bhushan Kumar | T/Series,317,25876754,94907,4349,361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,960,840,1358,194,208,973,622,954
893,22 / 3 / 2020,Lyrical: Ishq Tera | Guru Randhawa | Nushrat Bharucha | Bhushan Kumar | T/Series,322,22926177,78914,9393,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1332,1269,371,145,216,757,698,1448
894,22 / 3 / 2020,"So Gaya Yeh Jahan Video | Bypass Road | Neil Nitin Mukesh, Adah S | Jubin Nautiyal, Nitin M,Saloni T",312,59730352,42124,6247,1333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1187,826,462,644,142,1264,265,543
895,22 / 3 / 2020,"Marjaavaan: Ek Toh Kum Zindagani Teaser | Nora Fatehi | Neha K, Yash N,Tanishk B| Releasing 10 Oct",369,67573689,85991,3925,1217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1079,821,1286,91,946,830,788,1127
896,22 / 3 / 2020,"Phulkari Video Song | Daaka | Gippy Grewal, Zareen Khan | Payal Dev | Shah & Shah",340,26470914,79754,7731,1510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,132,713,66,966,1085,314,1475,1180
897,21 / 3 / 2020,"SHAITAN KA SAALA (Teaser) | Housefull 4 | Akshay Kumar |Sohail Sen,Vishal Dadlani| Song Out Tomorrow",299,23478605,65583,9355,716,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1325,243,1270,790,206,108,272,78
898,21 / 3 / 2020,"Marjaavaan (Dialogue Promo 6) | Riteish D, Sidharth M, Tara S | Milap Zaveri",414,12075465,70885,4326,600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,557,539,1333,393,474,1301,1115,675
899,21 / 3 / 2020,"Marjaavaan (Dialogue Promo 5) | Riteish D, Sidharth M, Tara S | Milap Zaveri",280,73490571,72291,7289,1667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1310,1496,1267,336,150,1001,679,1331
900,21 / 3 / 2020,"Marjaavaan (Dialogue Promo 4) | Riteish D, Sidharth M, Tara S | Milap Zaveri",287,63030866,29787,9176,1325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400,1248,726,181,1395,641,1193,804
901,20 / 3 / 2020,"Marjaavaan (Dialogue Promo 3) | Riteish Deshmukh, Sidharth Malhotra, Tara Sutaria | Milap Zaveri",272,65498141,86222,6529,1419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,974,1299,100,1019,929,170,1018,944
902,20 / 3 / 2020,"Marjaavaan (Dialogue Promo 2) | Riteish Deshmukh, Sidharth Malhotra, Tara Sutaria | Milap Zaveri",373,42412555,65157,1288,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1374,1408,1319,156,325,949,454,1272
903,20 / 3 / 2020,"Marjaavaan (Dialogue Promo 1) | Riteish Deshmukh, Sidharth Malhotra, Tara Sutaria | Milap Zaveri",273,61311383,40594,7795,1299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,324,985,1454,1149,285,301,561,176
904,20 / 3 / 2020,"Marjaavaan (Dialogue Promo 7) | Riteish D, Sidharth M, Tara S | Milap Zaveri | 15 Nov",224,53271449,67911,2477,485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,915,666,1399,1019,737,669,616,1361
905,19 / 3 / 2020,"Streets To Street Dancer: Sushant Pujari | Episode 2 | Varun Dhawan, Shraddha Kapoor, Remo D'souza",286,51307508,10714,9427,698,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,719,888,406,126,1079,350,176,724
906,19 / 3 / 2020,Housefull 4: Shaitan Ka Saala Video | Akshay Kumar | Sohail Sen Feat. Vishal Dadlani,403,44188585,27982,1375,1305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,765,559,594,985,1327,1312,344,1244
907,19 / 3 / 2020,Dard Full Audio Song | Babbu Maan | New Song 2019 | T/Series,382,59667309,82344,4131,1826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1082,545,1477,1483,607,1286,1240,570
908,19 / 3 / 2020,"Lyrical: Ik Junoon (Paint It Red) | Zindagi Na Milegi Dobara | Hrithik, Katrina, Farhan Akhtar",302,62588712,63870,8915,1155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,623,1104,801,755,661,743,588,517
909,18 / 3 / 2020,"VIDEO JUKEBOX: Kabir Singh | Shahid Kapoor, Kiara Advani | Sandeep Reddy Vanga",287,60867210,36376,1469,1640,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,856,1346,591,1010,837,1092,605,338
910,18 / 3 / 2020,"Streets To Street Dancer: Sushant Pujari / Teaser | Episode 2 | Varun D, Shraddha K, Remo D'souza",205,73410933,77309,6658,650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,297,927,84,1164,394,1212,457,1128
911,18 / 3 / 2020,"Tum Hi Aana Video | Marjaavaan | Riteish D, Sidharth M, Tara S | Jubin Nautiyal | Payal Dev Kunaal V",217,50141018,72224,1121,1779,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1388,1175,664,1453,324,1210,578,73
912,18 / 3 / 2020,"Jai Jaikaar Video | Sukhwinder Singh | Arjan Bajwa, Hritiqa Chheber | Murali Agarwal | Raaj Aashoo",311,58367949,45761,2677,537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,356,1108,69,248,122,1311,346,1002
913,17 / 3 / 2020,Muntashir Ki Diary Se: Dheere Dheere | Episode 11 | Manoj Muntashir | T/Series,277,12445951,90184,3510,1685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1162,1103,361,87,1497,554,852,1239
914,17 / 3 / 2020,Muntashir Ki Diary Se: SANAM RE | Episode 10 | Manoj Muntashir | T/Series,371,14127746,93019,8592,1044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,951,1406,727,1450,1022,129,994,1007
915,17 / 3 / 2020,"Announcement: Tum Hi Aana | Marjaavaan | Riteish D, Sidharth M, Tara S | Milap Zaveri",333,78874900,86242,5856,1868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,877,634,531,451,1499,1101,534,684
916,17 / 3 / 2020,Sye Raa Narasimha Reddy Jukebox / Hindi | Chiranjeevi | Amitabh Bachchan |Â Ram Charan | Amit Trivedi,341,37982299,56062,4516,1663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,627,1462,1399,1485,1116,503,852,1062
917,16 / 3 / 2020,Guru Randhawa: Ik Gera Video | Vee | Tara Mira | New Song 2019 | T/Series,239,58690319,90971,4174,1566,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1092,122,1201,347,1346,1492,79,80
918,16 / 3 / 2020,"Ek Chumma Video | Housefull 4 | Akshay K, Riteish D, Bobby D, Kriti S, Pooja, Kriti K | Sohail Sen",284,62815906,47657,2341,1898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,735,1457,498,1472,314,1283,136,582
